Learner ID,Course Prefix,Platform,Course Name,Term,AY,Verified,Passed,Credit Converted,Grade
asuLearn76,PSY-102,Online,PSY,2234B,AY23,1,1,0,88
asuLearn17,MAT-400,Online,MAT,2247C,AY24,0,0,0,62
asuLearn44,CHM-300,Inclass,CHM,2237B,AY23,1,0,0,68
asuLearn51,CHM-300,Inclass,CHM,2241C,AY24,1,1,1,55
asuLearn50,MAT-101,Online,MAT,2244B,AY24,0,0,0,32
asuLearn99,MAT-400,Online,MAT,2237B,AY23,0,0,0,57
asuLearn12,PSY-102,Online,PSY,2234A,AY23,1,0,0,39
asuLearn28,PSY-102,Online,PSY,2244C,AY24,1,0,0,54
asuLearn99,MAT-400,Online,MAT,2237A,AY23,1,0,0,99
asuLearn50,CHM-500,Inclass,CHM,2234A,AY23,0,0,0,65
asuLearn73,SOC-500,Inclass,SOC,2237C,AY23,1,0,0,25
asuLearn47,MAT-400,Online,MAT,2231B,AY23,0,0,0,98
asuLearn75,MAT-101,Online,MAT,2237B,AY23,0,0,0,37
asuLearn41,MAT-400,Online,MAT,2247B,AY24,0,0,0,12
asuLearn83,CHM-300,Inclass,CHM,2244A,AY24,0,0,0,96
asuLearn92,SOC-500,Inclass,SOC,2231B,AY23,0,0,0,99
asuLearn57,SOC-500,Inclass,SOC,2231C,AY23,0,0,0,66
asuLearn62,PSY-302,Inclass,PSY,2247C,AY24,0,0,0,57
asuLearn03,SOC-234,Online,SOC,2231C,AY23,0,0,0,6
asuLearn55,MAT-117,Inclass,MAT,2244B,AY24,1,0,0,54
asuLearn43,PSY-302,Inclass,PSY,2231C,AY23,0,0,0,29
asuLearn35,CHM-500,Inclass,CHM,2247C,AY24,0,0,0,81
asuLearn20,PSY-302,Inclass,PSY,2241A,AY24,0,0,0,39
asuLearn42,PSY-102,Online,PSY,2247B,AY24,0,0,0,8
asuLearn35,ENG-101,Inclass,ENG,2237C,AY23,0,0,0,80
asuLearn32,MAT-101,Online,MAT,2237A,AY23,0,0,0,58
asuLearn09,MAT-117,Inclass,MAT,2237B,AY23,1,1,0,81
asuLearn60,ENG-101,Inclass,ENG,2234C,AY23,0,0,0,99
asuLearn88,MAT-117,Inclass,MAT,2237B,AY23,1,0,0,33
asuLearn73,CHM-300,Inclass,CHM,2237B,AY23,0,0,0,68
asuLearn17,CHM-500,Inclass,CHM,2244C,AY24,1,1,1,24
asuLearn90,SOC-234,Online,SOC,2234A,AY23,0,0,0,73
asuLearn62,SOC-234,Online,SOC,2247B,AY24,1,0,0,85
asuLearn70,ENG-101,Inclass,ENG,2237B,AY23,1,1,1,95
asuLearn90,MAT-400,Online,MAT,2237C,AY23,0,0,0,73
asuLearn85,CHM-300,Inclass,CHM,2247A,AY24,1,0,0,49
asuLearn92,PSY-302,Inclass,PSY,2247C,AY24,1,0,0,30
asuLearn71,CHM-500,Inclass,CHM,2247A,AY24,1,1,0,47
asuLearn99,SOC-234,Online,SOC,2244A,AY24,0,0,0,50
asuLearn60,PSY-302,Inclass,PSY,2231B,AY23,0,0,0,92
asuLearn11,CHM-300,Inclass,CHM,2231B,AY23,0,0,0,90
asuLearn27,CHM-500,Inclass,CHM,2241B,AY24,0,0,0,96
asuLearn35,CHM-300,Inclass,CHM,2231A,AY23,0,0,0,76
asuLearn04,MAT-117,Inclass,MAT,2231C,AY23,0,0,0,35
asuLearn88,MAT-101,Online,MAT,2244C,AY24,0,0,0,8
asuLearn95,SOC-500,Inclass,SOC,2237B,AY23,1,1,1,58
asuLearn68,PSY-102,Online,PSY,2247B,AY24,0,0,0,94
asuLearn56,SOC-234,Online,SOC,2247B,AY24,0,0,0,54
asuLearn55,MAT-101,Online,MAT,2231C,AY23,1,1,1,93
asuLearn61,ENG-101,Inclass,ENG,2237A,AY23,1,1,0,81
asuLearn22,ENG-101,Inclass,ENG,2241B,AY24,1,1,0,81
asuLearn09,MAT-117,Inclass,MAT,2234A,AY23,1,0,0,32
asuLearn26,ENG-101,Inclass,ENG,2234B,AY23,1,1,0,71
asuLearn46,ENG-101,Inclass,ENG,2241A,AY24,0,0,0,18
asuLearn23,MAT-117,Inclass,MAT,2231B,AY23,1,1,1,39
asuLearn84,MAT-400,Online,MAT,2247C,AY24,0,0,0,79
asuLearn10,CHM-300,Inclass,CHM,2241C,AY24,1,1,1,21
asuLearn83,MAT-117,Inclass,MAT,2241B,AY24,0,0,0,8
asuLearn58,PSY-102,Online,PSY,2231C,AY23,0,0,0,27
asuLearn89,MAT-101,Online,MAT,2231B,AY23,1,1,0,92
asuLearn46,MAT-400,Online,MAT,2244C,AY24,1,0,0,31
asuLearn97,SOC-500,Inclass,SOC,2247C,AY24,1,0,0,53
asuLearn57,CHM-300,Inclass,CHM,2241A,AY24,1,1,1,56
asuLearn41,CHM-500,Inclass,CHM,2241A,AY24,1,1,1,14
asuLearn38,MAT-400,Online,MAT,2231A,AY23,0,0,0,87
asuLearn33,ENG-101,Inclass,ENG,2241A,AY24,1,1,0,6
asuLearn94,PSY-302,Inclass,PSY,2237B,AY23,1,1,0,14
asuLearn24,SOC-500,Inclass,SOC,2241A,AY24,1,1,0,53
asuLearn70,SOC-500,Inclass,SOC,2231A,AY23,1,1,1,87
asuLearn78,SOC-234,Online,SOC,2244C,AY24,1,1,1,89
asuLearn55,CHM-300,Inclass,CHM,2241A,AY24,1,1,0,88
asuLearn80,MAT-101,Online,MAT,2234C,AY23,0,0,0,79
asuLearn99,SOC-234,Online,SOC,2231C,AY23,0,0,0,78
asuLearn54,PSY-302,Inclass,PSY,2237C,AY23,1,1,1,85
asuLearn13,SOC-234,Online,SOC,2241B,AY24,0,0,0,42
asuLearn86,SOC-234,Online,SOC,2247A,AY24,1,0,0,35
asuLearn80,SOC-500,Inclass,SOC,2237A,AY23,0,0,0,98
asuLearn06,PSY-302,Inclass,PSY,2234C,AY23,1,0,0,78
asuLearn41,PSY-102,Online,PSY,2231C,AY23,1,0,0,23
asuLearn07,SOC-500,Inclass,SOC,2231B,AY23,0,0,0,72
asuLearn13,SOC-234,Online,SOC,2234B,AY23,0,0,0,75
asuLearn50,PSY-102,Online,PSY,2231A,AY23,0,0,0,17
asuLearn79,SOC-500,Inclass,SOC,2247B,AY24,1,0,0,58
asuLearn06,CHM-300,Inclass,CHM,2244C,AY24,1,1,1,73
asuLearn65,CHM-300,Inclass,CHM,2244C,AY24,1,1,0,2
asuLearn92,PSY-302,Inclass,PSY,2237B,AY23,1,1,0,5
asuLearn57,CHM-500,Inclass,CHM,2231B,AY23,1,1,0,52
asuLearn37,CHM-500,Inclass,CHM,2241B,AY24,1,1,1,26
asuLearn23,SOC-500,Inclass,SOC,2241A,AY24,0,0,0,30
asuLearn52,MAT-117,Inclass,MAT,2241B,AY24,1,1,0,59
asuLearn88,PSY-302,Inclass,PSY,2244A,AY24,1,1,1,94
asuLearn08,ENG-101,Inclass,ENG,2237C,AY23,0,0,0,19
asuLearn66,SOC-234,Online,SOC,2231B,AY23,0,0,0,100
asuLearn69,MAT-117,Inclass,MAT,2231C,AY23,0,0,0,87
asuLearn44,MAT-101,Online,MAT,2247A,AY24,1,0,0,54
asuLearn14,MAT-400,Online,MAT,2234B,AY23,1,1,1,9
asuLearn23,PSY-102,Online,PSY,2244A,AY24,0,0,0,19
asuLearn39,ENG-101,Inclass,ENG,2234C,AY23,1,1,0,46
asuLearn52,PSY-302,Inclass,PSY,2237A,AY23,1,1,0,2
asuLearn36,PSY-102,Online,PSY,2244B,AY24,1,0,0,72
asuLearn14,CHM-500,Inclass,CHM,2241B,AY24,0,0,0,93
asuLearn17,ENG-101,Inclass,ENG,2244A,AY24,0,0,0,16
asuLearn77,PSY-302,Inclass,PSY,2237A,AY23,1,0,0,79
asuLearn32,CHM-500,Inclass,CHM,2244B,AY24,1,0,0,13
asuLearn33,MAT-117,Inclass,MAT,2237B,AY23,1,0,0,58
asuLearn10,CHM-500,Inclass,CHM,2234B,AY23,1,1,1,16
asuLearn58,MAT-117,Inclass,MAT,2231C,AY23,0,0,0,5
asuLearn10,CHM-300,Inclass,CHM,2244A,AY24,1,0,0,9
asuLearn75,SOC-500,Inclass,SOC,2234C,AY23,0,0,0,70
asuLearn64,MAT-101,Online,MAT,2234A,AY23,1,1,1,5
asuLearn31,MAT-101,Online,MAT,2237A,AY23,1,1,0,76
asuLearn71,SOC-234,Online,SOC,2244B,AY24,0,0,0,90
asuLearn49,CHM-500,Inclass,CHM,2237A,AY23,0,0,0,5
asuLearn97,ENG-101,Inclass,ENG,2241C,AY24,0,0,0,70
asuLearn73,PSY-102,Online,PSY,2247B,AY24,1,0,0,73
asuLearn86,MAT-400,Online,MAT,2241B,AY24,0,0,0,34
asuLearn05,CHM-500,Inclass,CHM,2234C,AY23,0,0,0,77
asuLearn72,MAT-400,Online,MAT,2237B,AY23,1,0,0,80
asuLearn39,SOC-500,Inclass,SOC,2234B,AY23,0,0,0,57
asuLearn83,MAT-400,Online,MAT,2231C,AY23,1,1,1,19
asuLearn25,MAT-400,Online,MAT,2244B,AY24,1,0,0,18
asuLearn30,SOC-500,Inclass,SOC,2237C,AY23,1,0,0,71
asuLearn97,CHM-300,Inclass,CHM,2234A,AY23,0,0,0,92
asuLearn44,MAT-400,Online,MAT,2247A,AY24,1,0,0,59
asuLearn19,MAT-117,Inclass,MAT,2247B,AY24,0,0,0,14
asuLearn64,SOC-234,Online,SOC,2247A,AY24,0,0,0,89
asuLearn16,MAT-101,Online,MAT,2247C,AY24,0,0,0,62
asuLearn61,CHM-500,Inclass,CHM,2234A,AY23,0,0,0,28
asuLearn57,SOC-500,Inclass,SOC,2244C,AY24,0,0,0,100
asuLearn73,MAT-117,Inclass,MAT,2237A,AY23,1,0,0,47
asuLearn04,ENG-101,Inclass,ENG,2237C,AY23,1,1,0,63
asuLearn43,ENG-101,Inclass,ENG,2241C,AY24,1,1,1,37
asuLearn37,CHM-500,Inclass,CHM,2247B,AY24,1,0,0,28
asuLearn64,ENG-101,Inclass,ENG,2244B,AY24,1,0,0,73
asuLearn26,MAT-101,Online,MAT,2244C,AY24,1,0,0,16
asuLearn09,SOC-234,Online,SOC,2247B,AY24,1,0,0,26
asuLearn06,PSY-102,Online,PSY,2231A,AY23,1,0,0,67
asuLearn70,MAT-117,Inclass,MAT,2244C,AY24,1,1,1,5
asuLearn59,SOC-500,Inclass,SOC,2247B,AY24,1,0,0,87
asuLearn54,MAT-101,Online,MAT,2237C,AY23,0,0,0,18
asuLearn33,ENG-101,Inclass,ENG,2231C,AY23,1,1,0,41
asuLearn63,CHM-500,Inclass,CHM,2241A,AY24,0,0,0,79
asuLearn95,SOC-500,Inclass,SOC,2237A,AY23,0,0,0,64
asuLearn20,PSY-302,Inclass,PSY,2234A,AY23,0,0,0,20
asuLearn32,CHM-500,Inclass,CHM,2231C,AY23,0,0,0,18
asuLearn93,CHM-500,Inclass,CHM,2247B,AY24,1,0,0,100
asuLearn54,ENG-101,Inclass,ENG,2234A,AY23,1,0,0,30
asuLearn37,SOC-500,Inclass,SOC,2237B,AY23,0,0,0,82
asuLearn33,SOC-500,Inclass,SOC,2247B,AY24,0,0,0,14
asuLearn64,CHM-300,Inclass,CHM,2247A,AY24,0,0,0,80
asuLearn22,CHM-500,Inclass,CHM,2234C,AY23,0,0,0,57
asuLearn07,MAT-117,Inclass,MAT,2234B,AY23,0,0,0,31
asuLearn17,MAT-117,Inclass,MAT,2247B,AY24,1,0,0,78
asuLearn87,MAT-117,Inclass,MAT,2231C,AY23,0,0,0,21
asuLearn14,MAT-117,Inclass,MAT,2247B,AY24,1,0,0,88
asuLearn60,MAT-117,Inclass,MAT,2237C,AY23,1,1,0,44
asuLearn47,SOC-234,Online,SOC,2244C,AY24,0,0,0,0
asuLearn38,PSY-102,Online,PSY,2231C,AY23,1,0,0,8
asuLearn85,MAT-101,Online,MAT,2241B,AY24,0,0,0,64
asuLearn03,MAT-117,Inclass,MAT,2234B,AY23,1,1,0,77
asuLearn64,CHM-500,Inclass,CHM,2244A,AY24,0,0,0,2
asuLearn84,PSY-102,Online,PSY,2244B,AY24,1,1,0,70
asuLearn64,ENG-101,Inclass,ENG,2241B,AY24,1,1,0,48
asuLearn22,PSY-102,Online,PSY,2231A,AY23,1,1,0,78
asuLearn44,MAT-117,Inclass,MAT,2234C,AY23,0,0,0,9
asuLearn61,MAT-400,Online,MAT,2244B,AY24,1,1,0,10
asuLearn44,ENG-101,Inclass,ENG,2234C,AY23,1,0,0,84
asuLearn27,SOC-500,Inclass,SOC,2237B,AY23,0,0,0,78
asuLearn27,MAT-400,Online,MAT,2231A,AY23,0,0,0,30
asuLearn20,MAT-117,Inclass,MAT,2244B,AY24,0,0,0,43
asuLearn20,SOC-500,Inclass,SOC,2237B,AY23,0,0,0,23
asuLearn07,PSY-102,Online,PSY,2247C,AY24,0,0,0,5
asuLearn70,CHM-500,Inclass,CHM,2241B,AY24,1,0,0,45
asuLearn62,SOC-500,Inclass,SOC,2241A,AY24,1,0,0,30
asuLearn49,MAT-400,Online,MAT,2234C,AY23,0,0,0,97
asuLearn36,SOC-234,Online,SOC,2237C,AY23,0,0,0,14
asuLearn31,MAT-101,Online,MAT,2244C,AY24,1,0,0,58
asuLearn62,MAT-117,Inclass,MAT,2247A,AY24,0,0,0,58
asuLearn55,MAT-101,Online,MAT,2241C,AY24,1,0,0,36
asuLearn15,ENG-101,Inclass,ENG,2247C,AY24,1,0,0,24
asuLearn29,SOC-500,Inclass,SOC,2237B,AY23,0,0,0,94
asuLearn24,ENG-101,Inclass,ENG,2247A,AY24,1,0,0,55
asuLearn23,MAT-117,Inclass,MAT,2237C,AY23,0,0,0,65
asuLearn32,MAT-117,Inclass,MAT,2234B,AY23,1,1,0,79
asuLearn70,SOC-234,Online,SOC,2241C,AY24,0,0,0,2
asuLearn39,CHM-500,Inclass,CHM,2234C,AY23,1,1,0,18
asuLearn33,MAT-117,Inclass,MAT,2241C,AY24,0,0,0,70
asuLearn98,MAT-101,Online,MAT,2234A,AY23,0,0,0,81
asuLearn30,MAT-117,Inclass,MAT,2237A,AY23,1,0,0,78
asuLearn25,PSY-302,Inclass,PSY,2241B,AY24,1,0,0,49
asuLearn17,SOC-500,Inclass,SOC,2231A,AY23,1,0,0,59
asuLearn44,PSY-102,Online,PSY,2247C,AY24,0,0,0,3
asuLearn17,MAT-101,Online,MAT,2241B,AY24,1,1,0,2
asuLearn39,ENG-101,Inclass,ENG,2234B,AY23,0,0,0,46
asuLearn92,MAT-117,Inclass,MAT,2231A,AY23,0,0,0,91
asuLearn31,CHM-300,Inclass,CHM,2241B,AY24,1,0,0,87
asuLearn96,PSY-302,Inclass,PSY,2234C,AY23,0,0,0,65
asuLearn48,PSY-302,Inclass,PSY,2244B,AY24,1,0,0,16
asuLearn08,CHM-500,Inclass,CHM,2244C,AY24,1,1,0,19
asuLearn16,CHM-300,Inclass,CHM,2234C,AY23,0,0,0,56
asuLearn04,MAT-117,Inclass,MAT,2231A,AY23,1,1,1,8
asuLearn97,SOC-500,Inclass,SOC,2244C,AY24,1,0,0,26
asuLearn40,CHM-300,Inclass,CHM,2244A,AY24,1,0,0,33
asuLearn51,ENG-101,Inclass,ENG,2234A,AY23,1,0,0,95
asuLearn37,PSY-102,Online,PSY,2247A,AY24,0,0,0,43
asuLearn45,MAT-400,Online,MAT,2234A,AY23,0,0,0,3
asuLearn91,CHM-500,Inclass,CHM,2244A,AY24,0,0,0,23
asuLearn43,CHM-300,Inclass,CHM,2237C,AY23,1,0,0,40
asuLearn83,SOC-500,Inclass,SOC,2234B,AY23,1,1,1,43
asuLearn94,SOC-500,Inclass,SOC,2244B,AY24,0,0,0,56
asuLearn22,ENG-101,Inclass,ENG,2237C,AY23,0,0,0,20
asuLearn12,MAT-117,Inclass,MAT,2247B,AY24,1,0,0,15
asuLearn28,MAT-400,Online,MAT,2244A,AY24,0,0,0,20
asuLearn17,MAT-117,Inclass,MAT,2241B,AY24,0,0,0,33
asuLearn28,SOC-234,Online,SOC,2234A,AY23,0,0,0,77
asuLearn75,MAT-400,Online,MAT,2247C,AY24,0,0,0,44
asuLearn26,ENG-101,Inclass,ENG,2237B,AY23,0,0,0,72
asuLearn89,MAT-400,Online,MAT,2241C,AY24,1,1,0,33
asuLearn82,CHM-300,Inclass,CHM,2244A,AY24,0,0,0,84
asuLearn50,MAT-101,Online,MAT,2234C,AY23,1,0,0,11
asuLearn91,ENG-101,Inclass,ENG,2244B,AY24,0,0,0,97
asuLearn88,CHM-500,Inclass,CHM,2234A,AY23,1,1,1,38
asuLearn13,PSY-102,Online,PSY,2237C,AY23,1,0,0,35
asuLearn57,SOC-500,Inclass,SOC,2234A,AY23,0,0,0,22
asuLearn76,MAT-400,Online,MAT,2241C,AY24,1,1,0,74
asuLearn72,MAT-101,Online,MAT,2241C,AY24,1,0,0,100
asuLearn10,PSY-302,Inclass,PSY,2237C,AY23,0,0,0,90
asuLearn41,PSY-302,Inclass,PSY,2237C,AY23,1,1,0,96
asuLearn38,PSY-102,Online,PSY,2247C,AY24,1,0,0,51
asuLearn08,SOC-234,Online,SOC,2241B,AY24,1,1,1,65
asuLearn31,ENG-101,Inclass,ENG,2234A,AY23,0,0,0,15
asuLearn16,MAT-400,Online,MAT,2237B,AY23,0,0,0,89
asuLearn72,ENG-101,Inclass,ENG,2247C,AY24,1,0,0,28
asuLearn58,MAT-400,Online,MAT,2237B,AY23,1,0,0,53
asuLearn85,SOC-234,Online,SOC,2247A,AY24,1,0,0,55
asuLearn90,CHM-500,Inclass,CHM,2247C,AY24,0,0,0,64
asuLearn45,PSY-302,Inclass,PSY,2234C,AY23,0,0,0,2
asuLearn94,MAT-117,Inclass,MAT,2234C,AY23,0,0,0,52
asuLearn39,CHM-300,Inclass,CHM,2241B,AY24,0,0,0,23
asuLearn51,PSY-302,Inclass,PSY,2231B,AY23,1,1,1,16
asuLearn10,MAT-117,Inclass,MAT,2247C,AY24,1,0,0,57
asuLearn74,ENG-101,Inclass,ENG,2247A,AY24,0,0,0,67
asuLearn03,CHM-500,Inclass,CHM,2234A,AY23,1,0,0,42
asuLearn26,CHM-500,Inclass,CHM,2241C,AY24,0,0,0,5
asuLearn71,CHM-500,Inclass,CHM,2241A,AY24,1,1,1,87
asuLearn90,MAT-400,Online,MAT,2234B,AY23,0,0,0,74
asuLearn18,ENG-101,Inclass,ENG,2231A,AY23,0,0,0,18
asuLearn32,PSY-302,Inclass,PSY,2244C,AY24,1,1,1,48
asuLearn65,PSY-302,Inclass,PSY,2231A,AY23,1,0,0,32
asuLearn89,PSY-102,Online,PSY,2247C,AY24,1,1,1,19
asuLearn11,MAT-117,Inclass,MAT,2247A,AY24,1,0,0,71
asuLearn58,MAT-117,Inclass,MAT,2237A,AY23,1,1,0,66
asuLearn21,PSY-102,Online,PSY,2234A,AY23,1,1,0,59
asuLearn16,SOC-500,Inclass,SOC,2231A,AY23,1,1,0,3
asuLearn61,ENG-101,Inclass,ENG,2234C,AY23,0,0,0,44
asuLearn27,ENG-101,Inclass,ENG,2244C,AY24,1,1,0,15
asuLearn04,ENG-101,Inclass,ENG,2241C,AY24,0,0,0,27
asuLearn32,SOC-234,Online,SOC,2244C,AY24,1,0,0,29
asuLearn58,CHM-300,Inclass,CHM,2241C,AY24,1,0,0,52
asuLearn02,ENG-101,Inclass,ENG,2234A,AY23,1,1,1,12
asuLearn48,MAT-400,Online,MAT,2247A,AY24,1,1,1,82
asuLearn17,PSY-102,Online,PSY,2234A,AY23,0,0,0,47
asuLearn94,MAT-400,Online,MAT,2237B,AY23,0,0,0,33
asuLearn93,MAT-117,Inclass,MAT,2244C,AY24,0,0,0,60
asuLearn95,PSY-302,Inclass,PSY,2244A,AY24,1,1,0,42
asuLearn35,SOC-500,Inclass,SOC,2234B,AY23,0,0,0,1
asuLearn68,PSY-102,Online,PSY,2244A,AY24,1,1,0,97
asuLearn35,MAT-400,Online,MAT,2244B,AY24,0,0,0,6
asuLearn06,MAT-117,Inclass,MAT,2241B,AY24,0,0,0,79
asuLearn20,ENG-101,Inclass,ENG,2237A,AY23,0,0,0,14
asuLearn97,SOC-500,Inclass,SOC,2237B,AY23,1,1,0,81
asuLearn13,MAT-117,Inclass,MAT,2241C,AY24,1,0,0,49
asuLearn64,MAT-400,Online,MAT,2231B,AY23,0,0,0,86
asuLearn02,SOC-500,Inclass,SOC,2234A,AY23,1,1,1,65
asuLearn52,CHM-300,Inclass,CHM,2241C,AY24,1,0,0,29
asuLearn77,PSY-102,Online,PSY,2247C,AY24,0,0,0,3
asuLearn19,MAT-101,Online,MAT,2247C,AY24,1,1,1,100
asuLearn32,PSY-102,Online,PSY,2247B,AY24,1,0,0,18
asuLearn73,MAT-101,Online,MAT,2234A,AY23,0,0,0,25
asuLearn40,PSY-302,Inclass,PSY,2247A,AY24,1,1,0,85
asuLearn78,MAT-117,Inclass,MAT,2237B,AY23,1,0,0,85
asuLearn68,SOC-500,Inclass,SOC,2234C,AY23,0,0,0,94
asuLearn54,MAT-400,Online,MAT,2237C,AY23,0,0,0,45
asuLearn23,SOC-500,Inclass,SOC,2241A,AY24,0,0,0,77
asuLearn46,ENG-101,Inclass,ENG,2241B,AY24,0,0,0,38
asuLearn61,ENG-101,Inclass,ENG,2237A,AY23,1,0,0,47
asuLearn40,SOC-500,Inclass,SOC,2247C,AY24,1,0,0,92
asuLearn75,SOC-500,Inclass,SOC,2244C,AY24,0,0,0,42
asuLearn72,MAT-117,Inclass,MAT,2244C,AY24,1,0,0,8
asuLearn67,PSY-302,Inclass,PSY,2247A,AY24,0,0,0,16
asuLearn52,PSY-102,Online,PSY,2244B,AY24,1,1,0,90
asuLearn23,SOC-234,Online,SOC,2247C,AY24,0,0,0,86
asuLearn36,SOC-234,Online,SOC,2244B,AY24,0,0,0,69
asuLearn76,PSY-102,Online,PSY,2247A,AY24,1,1,0,9
asuLearn15,MAT-117,Inclass,MAT,2234A,AY23,0,0,0,91
asuLearn93,PSY-102,Online,PSY,2237B,AY23,1,0,0,50
asuLearn81,ENG-101,Inclass,ENG,2234B,AY23,0,0,0,28
asuLearn68,CHM-500,Inclass,CHM,2234A,AY23,0,0,0,51
asuLearn55,PSY-102,Online,PSY,2244A,AY24,1,0,0,53
asuLearn17,CHM-500,Inclass,CHM,2247A,AY24,1,0,0,91
asuLearn62,SOC-500,Inclass,SOC,2231A,AY23,1,1,0,93
asuLearn97,SOC-234,Online,SOC,2237B,AY23,0,0,0,87
asuLearn18,PSY-102,Online,PSY,2244B,AY24,1,0,0,14
asuLearn23,CHM-500,Inclass,CHM,2234C,AY23,0,0,0,34
asuLearn02,PSY-302,Inclass,PSY,2231C,AY23,0,0,0,44
asuLearn72,MAT-117,Inclass,MAT,2231A,AY23,1,1,1,18
asuLearn10,ENG-101,Inclass,ENG,2237C,AY23,0,0,0,88
asuLearn10,SOC-234,Online,SOC,2247B,AY24,1,1,0,66
asuLearn60,SOC-500,Inclass,SOC,2234B,AY23,1,1,1,83
asuLearn16,ENG-101,Inclass,ENG,2247B,AY24,1,0,0,27
asuLearn34,MAT-117,Inclass,MAT,2244C,AY24,0,0,0,69
asuLearn40,MAT-400,Online,MAT,2244B,AY24,0,0,0,8
asuLearn18,MAT-101,Online,MAT,2237C,AY23,1,0,0,6
asuLearn32,SOC-234,Online,SOC,2247C,AY24,1,0,0,78
asuLearn55,ENG-101,Inclass,ENG,2234C,AY23,1,1,1,33
asuLearn78,CHM-500,Inclass,CHM,2241B,AY24,0,0,0,85
asuLearn71,MAT-117,Inclass,MAT,2247C,AY24,1,0,0,44
asuLearn57,MAT-117,Inclass,MAT,2244C,AY24,0,0,0,17
asuLearn71,SOC-500,Inclass,SOC,2237C,AY23,0,0,0,31
asuLearn49,MAT-101,Online,MAT,2231C,AY23,0,0,0,64
asuLearn37,SOC-234,Online,SOC,2241B,AY24,1,1,0,65
asuLearn63,MAT-101,Online,MAT,2247C,AY24,0,0,0,21
asuLearn57,PSY-302,Inclass,PSY,2237A,AY23,0,0,0,96
asuLearn42,ENG-101,Inclass,ENG,2244C,AY24,1,1,0,24
asuLearn29,MAT-101,Online,MAT,2237B,AY23,0,0,0,33
asuLearn42,MAT-117,Inclass,MAT,2241C,AY24,1,1,1,52
asuLearn57,SOC-234,Online,SOC,2244C,AY24,0,0,0,34
asuLearn29,MAT-400,Online,MAT,2234A,AY23,0,0,0,40
asuLearn80,MAT-117,Inclass,MAT,2247A,AY24,0,0,0,8
asuLearn83,MAT-117,Inclass,MAT,2241C,AY24,0,0,0,12
asuLearn26,MAT-400,Online,MAT,2241A,AY24,0,0,0,89
asuLearn35,CHM-300,Inclass,CHM,2231C,AY23,1,0,0,71
asuLearn60,ENG-101,Inclass,ENG,2244A,AY24,0,0,0,75
asuLearn32,ENG-101,Inclass,ENG,2234C,AY23,0,0,0,55
asuLearn35,MAT-101,Online,MAT,2241B,AY24,0,0,0,25
asuLearn97,SOC-500,Inclass,SOC,2247C,AY24,0,0,0,79
asuLearn49,PSY-102,Online,PSY,2241B,AY24,0,0,0,50
asuLearn30,MAT-101,Online,MAT,2241B,AY24,0,0,0,4
asuLearn74,MAT-101,Online,MAT,2244A,AY24,0,0,0,66
asuLearn19,MAT-101,Online,MAT,2237A,AY23,1,0,0,16
asuLearn50,CHM-300,Inclass,CHM,2244A,AY24,0,0,0,49
asuLearn90,PSY-102,Online,PSY,2234A,AY23,0,0,0,52
asuLearn89,CHM-500,Inclass,CHM,2247A,AY24,1,0,0,86
asuLearn91,SOC-500,Inclass,SOC,2231A,AY23,0,0,0,98
asuLearn40,MAT-400,Online,MAT,2234B,AY23,0,0,0,57
asuLearn04,PSY-302,Inclass,PSY,2241B,AY24,0,0,0,71
asuLearn85,SOC-500,Inclass,SOC,2234B,AY23,1,1,0,28
asuLearn13,CHM-500,Inclass,CHM,2244B,AY24,0,0,0,12
asuLearn35,SOC-500,Inclass,SOC,2237C,AY23,0,0,0,73
asuLearn66,MAT-400,Online,MAT,2231B,AY23,1,0,0,17
asuLearn96,SOC-234,Online,SOC,2231B,AY23,0,0,0,79
asuLearn14,MAT-117,Inclass,MAT,2237A,AY23,0,0,0,69
asuLearn62,MAT-101,Online,MAT,2231B,AY23,1,0,0,42
asuLearn72,PSY-302,Inclass,PSY,2234B,AY23,0,0,0,60
asuLearn77,MAT-101,Online,MAT,2237B,AY23,0,0,0,2
asuLearn21,PSY-302,Inclass,PSY,2231A,AY23,0,0,0,55
asuLearn64,CHM-300,Inclass,CHM,2244C,AY24,0,0,0,59
asuLearn23,SOC-500,Inclass,SOC,2247B,AY24,1,0,0,50
asuLearn26,SOC-234,Online,SOC,2247C,AY24,0,0,0,87
asuLearn28,CHM-300,Inclass,CHM,2247B,AY24,0,0,0,51
asuLearn85,MAT-400,Online,MAT,2241B,AY24,0,0,0,45
asuLearn89,PSY-102,Online,PSY,2244B,AY24,1,1,0,82
asuLearn43,ENG-101,Inclass,ENG,2241C,AY24,0,0,0,41
asuLearn52,PSY-302,Inclass,PSY,2231A,AY23,1,1,0,49
asuLearn21,MAT-400,Online,MAT,2231C,AY23,1,0,0,79
asuLearn67,PSY-302,Inclass,PSY,2231C,AY23,0,0,0,73
asuLearn75,SOC-500,Inclass,SOC,2247A,AY24,1,0,0,28
asuLearn24,MAT-101,Online,MAT,2241B,AY24,1,1,0,25
asuLearn16,MAT-400,Online,MAT,2241A,AY24,1,0,0,100
asuLearn09,MAT-117,Inclass,MAT,2231B,AY23,0,0,0,38
asuLearn54,ENG-101,Inclass,ENG,2234B,AY23,0,0,0,69
asuLearn89,ENG-101,Inclass,ENG,2244A,AY24,1,1,0,26
asuLearn08,SOC-500,Inclass,SOC,2247C,AY24,0,0,0,96
asuLearn03,SOC-234,Online,SOC,2244A,AY24,0,0,0,50
